raw,d1,d2,d3
0.2789857201106222,0.294264713750217,0.29027539850473705,0.28686043231153263
0.3454953396527283,0.36690237146484356,0.3603954360465675,0.3575596770529457
0.31697940218304715,0.33767638992520094,0.32995391738801405,0.32983103424003657
0.3078717977031375,0.3206119442783282,0.3106135337272482,0.3127766088686972
0.3316274117135278,0.34853355393339,0.3356021408788058,0.3395666849536343
0.3420873424278503,0.3567517317979748,0.3442857554338393,0.3494763538018935
0.3049884360226665,0.31807010217230536,0.3064423763984214,0.310258721915254
0.3068206620879596,0.32481166038444903,0.3116804817783859,0.31886719722571033
0.30186153580466324,0.3173125707089938,0.3054873760404758,0.31003363826522684
0.32400802215112773,0.3385497998902638,0.3334309680560098,0.3309793563142035
0.3368249017299202,0.3535029224280318,0.3447605184961609,0.34618697575689816
0.32104774346215353,0.33161371795327693,0.32352346926315384,0.3266806293151803
0.3024243095197104,0.31555112082630965,0.3079428750678187,0.30981452206820076
0.3245033272345267,0.3393497858603028,0.33258318730214753,0.33428876641608524
0.3088608382257256,0.3194517052297505,0.3099656961493732,0.3125262102944623
0.28395351396557617,0.2940452760811506,0.2834436785140976,0.28799309658551203
0.31084588415268166,0.32336463401525417,0.31609341582850714,0.31749482563845327
0.3021340818309242,0.31555417842640066,0.308479644271009,0.3100045792592983
0.3209810568897427,0.33373511143665346,0.32962082010179683,0.3277110784764747
0.3078361368379174,0.31478478986866876,0.31086171484145414,0.3106227751501602
0.3016299817160795,0.3149254955540366,0.30720264506072353,0.3108026168224195
0.32387443686434075,0.33402262029100355,0.3242509433398207,0.3287989292021517
0.32283237590527697,0.3216712497332794,0.3159242546618692,0.31729701361410123
0.32228124817376885,0.3305376313179574,0.3239328791460071,0.3259873673140066
0.30512637105097,0.3128723856186805,0.3107859151582281,0.3094411084596556
0.30727526631840385,0.313306892882125,0.307976139074265,0.30956872142421893
0.31381368350939637,0.31847722475202916,0.31623007439429823,0.31274957469962517
0.2969091851914902,0.3018122265673367,0.2953145452449653,0.298383779950398
0.3077591926410467,0.3109946566425613,0.30857103390010665,0.3080704225608371
0.3095948522727451,0.318309990083279,0.31412402703576603,0.3164623247214301
0.3447326971417269,0.349571979376825,0.345854148006254,0.34488733730229626
0.32663899301344324,0.3272219983178791,0.3209097020110979,0.32364764854303996
0.3245918236792999,0.3241103923182518,0.31887290419662756,0.32032813353501344
0.3160500677064282,0.31900120274355875,0.31434451820690323,0.3150678048580042
0.3032861830216056,0.3058471339256794,0.3000209417688791,0.30121579691305167
0.31893786233385546,0.3157381690883573,0.3132434792162504,0.3120992175234984
0.3070216351387559,0.3071284345947924,0.3046211667478772,0.303344892406789
0.31962169231675286,0.3202320782979255,0.3192551673439764,0.31811783619978534
0.3125019972583977,0.3183783010921203,0.30961956174275085,0.3137886494387165
0.3236591197969004,0.31912023650845983,0.3170930499306869,0.3166881008121469
0.330959756125671,0.3332838256415225,0.327992742946952,0.32797506876597426
0.3204210044864703,0.3188810829114277,0.3116474996625618,0.31408167753368643
0.30112945481762293,0.3010434651082637,0.29804887905004185,0.2965938495317347
0.3197933586950438,0.31786749755008376,0.31947983196890795,0.3114929549030223
0.31406291687108906,0.3105003785114196,0.3089885706720756,0.3060373271948409
0.3108111114501962,0.3092256122928913,0.3056992908315175,0.3041146021509312
0.32444998489440735,0.3243091613627928,0.3185851849175926,0.31622956044573264
0.32027836691477685,0.3196509289114411,0.3169168195781835,0.3147197347237962
0.31681557747594036,0.3134451061109076,0.30809501628562724,0.31200648086010674
0.32473353870750965,0.32423993264092377,0.32100032975378473,0.31907495491870397
0.32769133798997035,0.3274545211447868,0.3264378926159359,0.3218864416311165
0.3036318806600572,0.2998387788403041,0.2952074556773166,0.29567456528886277
0.2913378702308813,0.2889303284516172,0.2844152232540061,0.28570708244620635
0.3063066886610167,0.30442600593318064,0.29931562216720164,0.3011781463243734
0.30248950141729714,0.29629946173567406,0.29376417341436173,0.2908282524260692
0.31490636022615465,0.31030403762185643,0.30530695754617776,0.30497763544747
0.3336288379426796,0.3261891716403815,0.3217949997927304,0.3227524464422459
0.3239375576324394,0.3225242684709284,0.3190714418265971,0.31730754679431283
0.32131607406291207,0.316872329562328,0.31648758325905646,0.31155653300015257
