,0_dry_to_wet_ensemble_mean,0_dry_to_wet_ensemble_1,0_dry_to_wet_ensemble_2,0_dry_to_wet_ensemble_3,0_dry_to_wet_ensemble_4,0_dry_to_wet_ensemble_5,0_dry_to_wet_ERA5,0_dry_to_wet_MERRA2,0_dry_to_wet_JRA-55,0_dry_to_wet_CHIRPS,0_dry_to_wet_GPCC,0_dry_to_wet_REGEN_LongTermStns,0_wet_to_dry_ensemble_mean,0_wet_to_dry_ensemble_1,0_wet_to_dry_ensemble_2,0_wet_to_dry_ensemble_3,0_wet_to_dry_ensemble_4,0_wet_to_dry_ensemble_5,0_wet_to_dry_ERA5,0_wet_to_dry_MERRA2,0_wet_to_dry_JRA-55,0_wet_to_dry_CHIRPS,0_wet_to_dry_GPCC,0_wet_to_dry_REGEN_LongTermStns,1_dry_to_wet_ensemble_mean,1_dry_to_wet_ensemble_1,1_dry_to_wet_ensemble_2,1_dry_to_wet_ensemble_3,1_dry_to_wet_ensemble_4,1_dry_to_wet_ensemble_5,1_dry_to_wet_ERA5,1_dry_to_wet_MERRA2,1_dry_to_wet_JRA-55,1_dry_to_wet_CHIRPS,1_dry_to_wet_GPCC,1_dry_to_wet_REGEN_LongTermStns,1_wet_to_dry_ensemble_mean,1_wet_to_dry_ensemble_1,1_wet_to_dry_ensemble_2,1_wet_to_dry_ensemble_3,1_wet_to_dry_ensemble_4,1_wet_to_dry_ensemble_5,1_wet_to_dry_ERA5,1_wet_to_dry_MERRA2,1_wet_to_dry_JRA-55,1_wet_to_dry_CHIRPS,1_wet_to_dry_GPCC,1_wet_to_dry_REGEN_LongTermStns
1921,0.3463108387831762,0.3487002193781893,0.3698813268529539,0.3623204310538174,0.29698297575461235,0.35366924087630824,,,,,,,0.34987428405583854,0.37124755602238424,0.40647029698538256,0.3279008110367536,0.31986443398530984,0.32388832224936176,,,,,,,0.35304018949311955,0.34200634154069726,0.37448688964671073,0.35586757975281175,0.31257570271664337,0.3802644338087345,,,,,,,0.3577981985393805,0.37698001686265387,0.4058970609462669,0.3471829689676709,0.3332190970393752,0.3257118488809364,,,,,,
1922,0.3590578576282051,0.34254153323446157,0.3631115747658736,0.41380244925754783,0.34860106417572334,0.3272326667074183,,,,,,,0.3424169764329435,0.2874790851720723,0.3434603042777406,0.38151520775111375,0.35850365190061584,0.34112663306317476,,,,,,,0.36226491327065524,0.34219645294266765,0.38735872373387237,0.39768721358378817,0.3551863023985764,0.3288958736943717,,,,,,,0.34898951356750735,0.30963827450161685,0.3540821931331696,0.3806311036471056,0.3813256736461248,0.3192703229095192,,,,,,
1923,0.3319540436802224,0.36537861729244453,0.32989092599674624,0.35349272651270025,0.35352678408654115,0.25748116451268044,,,,,,,0.34158955191520385,0.37650249128456076,0.3464523795689647,0.3559605219423162,0.3250936656838209,0.30393870109635646,,,,,,,0.32398052396679,0.35340189240492637,0.33653122435185623,0.3269394438919775,0.345576254158818,0.25745380502637233,,,,,,,0.3394783219764696,0.372378529869386,0.3467002845828732,0.34311083426251104,0.3296842754632697,0.3055176857043075,,,,,,
1924,0.35381307102609544,0.3426384763982563,0.399086396227529,0.37745016476495336,0.3876700062764493,0.26222031146328884,,,,,,,0.35980775082308086,0.34849793919765215,0.37899258175093886,0.3812974431091836,0.42337392773439597,0.26687686232323354,,,,,,,0.3529582730691147,0.33510902710006074,0.3872844019308371,0.37343132525886064,0.39516257414998696,0.27380403690582755,,,,,,,0.3660766146573008,0.3564632942074578,0.37931010399891435,0.38452610661680103,0.4241684431055576,0.28591512535777325,,,,,,
1925,0.3601886122508581,0.25777095157408086,0.41482082538102516,0.46627738523192036,0.36408475926545053,0.2979891398018138,,,,,,,0.366921440091057,0.27703022271776695,0.4301299066629771,0.4313472614999183,0.3949577512201589,0.3011420583544644,,,,,,,0.3602914716128922,0.2676802575488811,0.42288013420515563,0.4375430395693429,0.37279645287736285,0.3005574738637178,,,,,,,0.3661083752204348,0.27386282803097434,0.4268018754739639,0.40303871073907016,0.43069639921522485,0.2961420626429411,,,,,,
1926,0.33767562921522454,0.3305787908459438,0.37962381841320525,0.2753489753847542,0.4030818232393518,0.29974473819286707,,,,,,,0.3269925242475704,0.28537948551626163,0.3234587187287687,0.28997596404023407,0.39964956110953354,0.3364988918430545,,,,,,,0.34754131989841197,0.3290598962290802,0.39076072641359477,0.27585619373148457,0.43541409376981505,0.30661568934808503,,,,,,,0.32861335234590316,0.30586229303736906,0.32411398325252366,0.28567854553154187,0.4002480094025642,0.3271639305055166,,,,,,
1927,0.3279093027251,0.31229089084280703,0.3735882705854143,0.3261664219734213,0.32271074539873634,0.30479018482512127,,,,,,,0.32221688222208394,0.33147549221320405,0.3776148835867324,0.2968984091965699,0.3141199194200984,0.2909757066938141,,,,,,,0.3388892966351329,0.33389854387751755,0.3770481933131004,0.32949090965023337,0.3160823749833198,0.3379264613514936,,,,,,,0.3363819243290899,0.3494089862049149,0.3797722863818407,0.31554200285620304,0.3368290821244708,0.3003572640780198,,,,,,
1928,0.32838420206039587,0.30298578359806855,0.3199598204063632,0.31294386644601146,0.35523069809693597,0.35080084175459997,,,,,,,0.3225781714686419,0.2932123576134574,0.3248179210480468,0.3472075837439909,0.34450082478123173,0.30315217015648305,,,,,,,0.3377640345106116,0.3155158991308082,0.32993322742196096,0.3245778244701442,0.35313292166401306,0.36566029986613074,,,,,,,0.3286066260307076,0.3169516393764722,0.32437818143897074,0.3523870972390732,0.34384587006375567,0.30547034203526685,,,,,,
1929,0.34619270984014006,0.36075568872316655,0.36883016358743165,0.34260172160371816,0.33236578631527175,0.3264101889711124,,,,,,,0.35254491442194896,0.36298502160261364,0.3406037034764371,0.31718954963872675,0.3600450569893203,0.38190124040264684,,,,,,,0.35470609878389325,0.37100038351554526,0.3584004677602534,0.35033253843031786,0.35210566469679827,0.34169143951655223,,,,,,,0.35197180304647946,0.3547806552170791,0.3416936898005211,0.31764261514766823,0.3749901433999662,0.3707519116671619,,,,,,
1930,0.34953333867718445,0.3594537773259745,0.36627672852004195,0.3554444086381285,0.38132248929159224,0.28516928961018534,,,,,,,0.3535336325778017,0.34689406972962167,0.3815185524222868,0.35980837458975007,0.3747830769991855,0.304664089148164,,,,,,,0.3567453691286027,0.3745407370620456,0.3784076748648701,0.3576489652928857,0.37790720028467023,0.295222268138542,,,,,,,0.35610881576356623,0.3547757169786482,0.3965428067014729,0.3496898861789392,0.3660827776800433,0.31345289127872733,,,,,,
