,8_dry_to_wet_ensemble_mean,8_dry_to_wet_ensemble_1,8_dry_to_wet_ensemble_2,8_dry_to_wet_ensemble_3,8_dry_to_wet_ensemble_4,8_dry_to_wet_ensemble_5,8_dry_to_wet_ERA5,8_dry_to_wet_MERRA2,8_dry_to_wet_JRA-55,8_dry_to_wet_CHIRPS,8_dry_to_wet_GPCC,8_dry_to_wet_REGEN_LongTermStns,8_wet_to_dry_ensemble_mean,8_wet_to_dry_ensemble_1,8_wet_to_dry_ensemble_2,8_wet_to_dry_ensemble_3,8_wet_to_dry_ensemble_4,8_wet_to_dry_ensemble_5,8_wet_to_dry_ERA5,8_wet_to_dry_MERRA2,8_wet_to_dry_JRA-55,8_wet_to_dry_CHIRPS,8_wet_to_dry_GPCC,8_wet_to_dry_REGEN_LongTermStns,1_dry_to_wet_ensemble_mean,1_dry_to_wet_ensemble_1,1_dry_to_wet_ensemble_2,1_dry_to_wet_ensemble_3,1_dry_to_wet_ensemble_4,1_dry_to_wet_ensemble_5,1_dry_to_wet_ERA5,1_dry_to_wet_MERRA2,1_dry_to_wet_JRA-55,1_dry_to_wet_CHIRPS,1_dry_to_wet_GPCC,1_dry_to_wet_REGEN_LongTermStns,1_wet_to_dry_ensemble_mean,1_wet_to_dry_ensemble_1,1_wet_to_dry_ensemble_2,1_wet_to_dry_ensemble_3,1_wet_to_dry_ensemble_4,1_wet_to_dry_ensemble_5,1_wet_to_dry_ERA5,1_wet_to_dry_MERRA2,1_wet_to_dry_JRA-55,1_wet_to_dry_CHIRPS,1_wet_to_dry_GPCC,1_wet_to_dry_REGEN_LongTermStns,9_dry_to_wet_ensemble_mean,9_dry_to_wet_ensemble_1,9_dry_to_wet_ensemble_2,9_dry_to_wet_ensemble_3,9_dry_to_wet_ensemble_4,9_dry_to_wet_ensemble_5,9_dry_to_wet_ERA5,9_dry_to_wet_MERRA2,9_dry_to_wet_JRA-55,9_dry_to_wet_CHIRPS,9_dry_to_wet_GPCC,9_dry_to_wet_REGEN_LongTermStns,9_wet_to_dry_ensemble_mean,9_wet_to_dry_ensemble_1,9_wet_to_dry_ensemble_2,9_wet_to_dry_ensemble_3,9_wet_to_dry_ensemble_4,9_wet_to_dry_ensemble_5,9_wet_to_dry_ERA5,9_wet_to_dry_MERRA2,9_wet_to_dry_JRA-55,9_wet_to_dry_CHIRPS,9_wet_to_dry_GPCC,9_wet_to_dry_REGEN_LongTermStns
1921,1.108888866429064,1.084983679803373,1.1657339021203437,1.1525736213803608,1.0589983281392439,1.082154800701997,,,,,,,1.11758317781603,1.1754906280558917,1.2110600207168862,1.114462376659526,1.0666706503125183,1.0202322133353252,,,,,,,0.35304018949311955,0.34200634154069726,0.37448688964671073,0.35586757975281175,0.31257570271664337,0.3802644338087345,,,,,,,0.3577981985393805,0.37698001686265387,0.4058970609462669,0.3471829689676709,0.3332190970393752,0.3257118488809364,,,,,,,0.10659393064218618,0.10235400009675383,0.11729343216292207,0.09551311876663901,0.09348273705105055,0.12432636513356565,,,,,,,0.10249183941040721,0.09655678717229889,0.1264413163388129,0.102456016717864,0.09008817127301504,0.0969169055500453,,,,,,
1922,1.1407650111044343,1.135953076384807,1.1733448578043093,1.2404333732264552,1.122425798537513,1.0316679495690866,,,,,,,1.1062175801585161,1.0058436204605123,1.143367943014566,1.1961979016332294,1.1553015920048977,1.030376843679379,,,,,,,0.36226491327065524,0.34219645294266765,0.38735872373387237,0.39768721358378817,0.3551863023985764,0.3288958736943717,,,,,,,0.34898951356750735,0.30963827450161685,0.3540821931331696,0.3806311036471056,0.3813256736461248,0.3192703229095192,,,,,,,0.10420496920386893,0.09790828463829696,0.10344101553535968,0.12050463887152055,0.09830125299109933,0.10086965398306814,,,,,,,0.10001448675745346,0.08955813280859315,0.09985347670195416,0.10511534257262634,0.10026227926603644,0.10528320243805728,,,,,,
1923,1.081478065913948,1.1064072333253132,1.1416938516999753,1.0533669600019016,1.1150046564624718,0.9909176280800778,,,,,,,1.1051858898527933,1.141999701122246,1.1894778411801799,1.0585392897134631,1.084767280868835,1.0511453363792433,,,,,,,0.32398052396679,0.35340189240492637,0.33653122435185623,0.3269394438919775,0.345576254158818,0.25745380502637233,,,,,,,0.3394783219764696,0.372378529869386,0.3467002845828732,0.34311083426251104,0.3296842754632697,0.3055176857043075,,,,,,,0.08677475221116147,0.10329539411418863,0.08319799027522348,0.09180483427341861,0.09582208119117173,0.05975346120180506,,,,,,,0.09713953835151978,0.11865504012567643,0.09243854441580135,0.10440173399699361,0.08751635373717596,0.08268601948195167,,,,,,
1924,1.1246804661798904,1.1136843090310573,1.2144089857732876,1.0872050011120722,1.2172815056746202,0.9908225293084167,,,,,,,1.1415204571509803,1.1082843657331964,1.2096857183232002,1.1357624328278528,1.2403862778360106,1.0134834910346406,,,,,,,0.3529582730691147,0.33510902710006074,0.3872844019308371,0.37343132525886064,0.39516257414998696,0.27380403690582755,,,,,,,0.3660766146573008,0.3564632942074578,0.37931010399891435,0.38452610661680103,0.4241684431055576,0.28591512535777325,,,,,,,0.10255882373402535,0.0991818133114158,0.12043418670754202,0.11138977267439974,0.1142220332231344,0.06756631275363471,,,,,,,0.10154871503138682,0.09381553248198991,0.10032966039790274,0.1148300092901491,0.12473508950991043,0.07403328347698174,,,,,,
1925,1.1133851243507873,0.9891511834881198,1.2135073152172609,1.193645531328649,1.1477848481002995,1.0228367436196055,,,,,,,1.1400303041693292,1.0325884246849533,1.1972341998800047,1.1804214026037685,1.2444069528563377,1.0455005408215787,,,,,,,0.3602914716128922,0.2676802575488811,0.42288013420515563,0.4375430395693429,0.37279645287736285,0.3005574738637178,,,,,,,0.3661083752204348,0.27386282803097434,0.4268018754739639,0.40303871073907016,0.43069639921522485,0.2961420626429411,,,,,,,0.10803330788590396,0.06510836199592364,0.13357676127059126,0.146839615492257,0.11758755864684996,0.07705424202389799,,,,,,,0.1018728090396922,0.05756597279939097,0.12309731380966138,0.1157692097651399,0.13002814819733646,0.08290340062693223,,,,,,
1926,1.1232900696150878,1.1200995961140796,1.1843053146244484,0.9941323397572221,1.239814764787043,1.0780983327926448,,,,,,,1.1032155197562665,1.0723571805463443,1.1218488969241156,0.9885710325077823,1.2131294502039014,1.1201710385991919,,,,,,,0.34754131989841197,0.3290598962290802,0.39076072641359477,0.27585619373148457,0.43541409376981505,0.30661568934808503,,,,,,,0.32861335234590316,0.30586229303736906,0.32411398325252366,0.28567854553154187,0.4002480094025642,0.3271639305055166,,,,,,,0.09897917680745114,0.08313002416556314,0.11773128810475418,0.07474134874228205,0.13712426869525143,0.08216895432940488,,,,,,,0.08675915418625547,0.07876740999404117,0.08344391812416252,0.07466140709177277,0.10643095292798221,0.09049208279331876,,,,,,
1927,1.1034902477490391,1.0814021035773975,1.1984641663373903,1.1066527529813377,1.1215134690174142,1.009418746831653,,,,,,,1.1086296588962057,1.1522051821264705,1.2071282513874726,1.0789266491240135,1.0946311903526933,1.0102570214903799,,,,,,,0.3388892966351329,0.33389854387751755,0.3770481933131004,0.32949090965023337,0.3160823749833198,0.3379264613514936,,,,,,,0.3363819243290899,0.3494089862049149,0.3797722863818407,0.31554200285620304,0.3368290821244708,0.3003572640780198,,,,,,,0.09474772063251641,0.09674808881398067,0.10575954653159772,0.07798427948948845,0.08495693088527657,0.10828975744223863,,,,,,,0.09162342902851402,0.09597868876253161,0.10256198468844702,0.08951598409912107,0.09286795516597694,0.07719253242649343,,,,,,
1928,1.0976203744423587,1.0764367530604275,1.0601374092474263,1.1087790385065581,1.1282656259065,1.1144830454908852,,,,,,,1.0888834424757112,1.0667481131644818,1.1176536383986628,1.1396326898720601,1.1074227396460168,1.0129600312973348,,,,,,,0.3377640345106116,0.3155158991308082,0.32993322742196096,0.3245778244701442,0.35313292166401306,0.36566029986613074,,,,,,,0.3286066260307076,0.3169516393764722,0.32437818143897074,0.3523870972390732,0.34384587006375567,0.30547034203526685,,,,,,,0.09169729401333387,0.08857740875637116,0.09193041688387016,0.07845123353476118,0.09207072327024711,0.10745668762141963,,,,,,,0.08940383405119418,0.07921096548619543,0.08582777620591797,0.1001265518893243,0.09631637086466244,0.08553750580987059,,,,,,
1929,1.114106532972081,1.1487805260476516,1.1027304093349535,1.1302317357720482,1.1281426104443641,1.0606473832613854,,,,,,,1.1224956569112399,1.1441338543008313,1.054011568918656,1.080288568486502,1.1907144916730104,1.1433298011772004,,,,,,,0.35470609878389325,0.37100038351554526,0.3584004677602534,0.35033253843031786,0.35210566469679827,0.34169143951655223,,,,,,,0.35197180304647946,0.3547806552170791,0.3416936898005211,0.31764261514766823,0.3749901433999662,0.3707519116671619,,,,,,,0.1009082996712431,0.09883146538871143,0.10189733609724266,0.09916697428767601,0.1057528073277685,0.09889291525481662,,,,,,,0.0987135717218557,0.09146577765553121,0.1095031612709604,0.08620841846264587,0.10352880349967711,0.10286169772046375,,,,,,
1930,1.1149080125899284,1.1142043816515717,1.1328165822752585,1.1008062245137529,1.186102722028018,1.040610152481041,,,,,,,1.1254894303869787,1.1326773054671302,1.1937439089440307,1.1023404753096833,1.1362690025288837,1.0624164596851644,,,,,,,0.3567453691286027,0.3745407370620456,0.3784076748648701,0.3576489652928857,0.37790720028467023,0.295222268138542,,,,,,,0.35610881576356623,0.3547757169786482,0.3965428067014729,0.3496898861789392,0.3660827776800433,0.31345289127872733,,,,,,,0.10476450506596517,0.11862160737421526,0.1130074080783773,0.1090000224114771,0.10995586062161627,0.07323762684413998,,,,,,,0.10282825120749385,0.09744445722025842,0.11263155114362934,0.1029510966415593,0.1087080065810083,0.09240614445101356,,,,,,
