,frequency_dry_to_wet_LENS,frequency_dry_to_wet_LENS_quan_0.05,frequency_dry_to_wet_LENS_quan_0.95,frequency_dry_to_wet_CMIP6,frequency_dry_to_wet_CMIP6_quan_0.05,frequency_dry_to_wet_CMIP6_quan_0.95,frequency_dry_to_wet_ERA5,frequency_dry_to_wet_MERRA2,frequency_dry_to_wet_JRA-55,frequency_dry_to_wet_CHIRPS,frequency_dry_to_wet_GPCC,frequency_dry_to_wet_REGEN_LongTermStns,frequency_wet_to_dry_LENS,frequency_wet_to_dry_LENS_quan_0.05,frequency_wet_to_dry_LENS_quan_0.95,frequency_wet_to_dry_CMIP6,frequency_wet_to_dry_CMIP6_quan_0.05,frequency_wet_to_dry_CMIP6_quan_0.95,frequency_wet_to_dry_ERA5,frequency_wet_to_dry_MERRA2,frequency_wet_to_dry_JRA-55,frequency_wet_to_dry_CHIRPS,frequency_wet_to_dry_GPCC,frequency_wet_to_dry_REGEN_LongTermStns,duration_dry_to_wet_LENS,duration_dry_to_wet_LENS_quan_0.05,duration_dry_to_wet_LENS_quan_0.95,duration_dry_to_wet_CMIP6,duration_dry_to_wet_CMIP6_quan_0.05,duration_dry_to_wet_CMIP6_quan_0.95,duration_dry_to_wet_ERA5,duration_dry_to_wet_MERRA2,duration_dry_to_wet_JRA-55,duration_dry_to_wet_CHIRPS,duration_dry_to_wet_GPCC,duration_dry_to_wet_REGEN_LongTermStns,duration_wet_to_dry_LENS,duration_wet_to_dry_LENS_quan_0.05,duration_wet_to_dry_LENS_quan_0.95,duration_wet_to_dry_CMIP6,duration_wet_to_dry_CMIP6_quan_0.05,duration_wet_to_dry_CMIP6_quan_0.95,duration_wet_to_dry_ERA5,duration_wet_to_dry_MERRA2,duration_wet_to_dry_JRA-55,duration_wet_to_dry_CHIRPS,duration_wet_to_dry_GPCC,duration_wet_to_dry_REGEN_LongTermStns,intensity_dry_to_wet_LENS,intensity_dry_to_wet_LENS_quan_0.05,intensity_dry_to_wet_LENS_quan_0.95,intensity_dry_to_wet_CMIP6,intensity_dry_to_wet_CMIP6_quan_0.05,intensity_dry_to_wet_CMIP6_quan_0.95,intensity_dry_to_wet_ERA5,intensity_dry_to_wet_MERRA2,intensity_dry_to_wet_JRA-55,intensity_dry_to_wet_CHIRPS,intensity_dry_to_wet_GPCC,intensity_dry_to_wet_REGEN_LongTermStns,intensity_wet_to_dry_LENS,intensity_wet_to_dry_LENS_quan_0.05,intensity_wet_to_dry_LENS_quan_0.95,intensity_wet_to_dry_CMIP6,intensity_wet_to_dry_CMIP6_quan_0.05,intensity_wet_to_dry_CMIP6_quan_0.95,intensity_wet_to_dry_ERA5,intensity_wet_to_dry_MERRA2,intensity_wet_to_dry_JRA-55,intensity_wet_to_dry_CHIRPS,intensity_wet_to_dry_GPCC,intensity_wet_to_dry_REGEN_LongTermStns
50,0.4106951219512195,0.27201219512195096,0.558088075880759,0.40799457994579963,0.26717073170731703,0.5583252032520324,0.4391666666666666,0.4128947368421052,0.4318233618233618,,0.412542755655136,0.38715616584126916,0.408491192411924,0.2710257452574524,0.5544336043360435,0.40075190933727517,0.2623685636856369,0.549010840108401,0.4323055555555555,0.40336257309941526,0.42572649572649574,,0.3999929874121324,0.38221777411464775,20.25343876435972,17.81592109820827,22.59801949988785,20.350876109817673,17.85940242654031,22.732297229822976,20.299520663239292,20.064127548298472,20.278341079970936,,19.82585325575456,20.014046023424925,20.339403596287497,17.885489945370164,22.71007131446458,20.504101498261562,17.9926867127414,22.89130061929174,20.310526040931776,20.251028993136977,20.461470479619443,,19.919123634706565,20.190959080519534,3.770291143819912,3.481713687963001,4.085583814968222,3.746177425593482,3.409165313986733,4.102952341345923,3.9516569061501645,3.9480551052995034,3.976030441617555,,3.917020191871734,3.9110136260162736,3.786572307247336,3.4948350934651047,4.109937291997405,3.758481025969974,3.4159510348495896,4.120259893466165,3.9687000822012592,3.952670834664181,3.9719716938366822,,3.944191875725585,3.916388431025248
48,0.4081517615176152,0.27040108401083984,0.5545406504065042,0.40546341463414654,0.2648292682926829,0.5549349593495934,0.43041666666666656,0.40286549707602337,0.42492877492877484,,0.40359417814795,0.3768138538322905,0.4045135501355012,0.26787262872628703,0.5486029810298104,0.39757230845035724,0.2600081300813008,0.5446178861788618,0.4250277777777777,0.39918128654970764,0.420940170940171,,0.3912939402673029,0.3733344968980372,20.195995747310512,17.727274878950396,22.555891306650505,20.25040586924708,17.68710476464673,22.699146250444763,20.16740708947325,19.947880177242173,20.167531528618422,,19.551109131658638,19.757909107655692,20.30695037112022,17.835694921960606,22.691354076958678,20.426305262640767,17.844495152290317,22.862513689188198,20.213834694834443,20.13597238374948,20.38477848026794,,19.708986690588024,20.071874928304812,3.775353353185681,3.481719369806058,4.097846855868847,3.7502115520298234,3.407087653995833,4.113322833862453,3.9403885714105495,3.9393161460201016,3.9660313957367723,,3.9044872510776063,3.887893425495881,3.792818420781847,3.493167239153114,4.124928803065987,3.764077197656784,3.4137076607417876,4.135085448718526,3.9661151350387858,3.944047926759735,3.9669455751229155,,3.9244409225528005,3.896847756969389
46,0.4035840108401084,0.2676002710027098,0.548069105691057,0.40051589061345183,0.26049593495934953,0.5492520325203251,0.4247777777777777,0.3947076023391813,0.4154985754985754,,0.3969675770431118,0.37662499132419636,0.3992425474254741,0.26385230352303507,0.5424146341463415,0.3930820399113082,0.25594850948509484,0.5403875338753387,0.4196111111111111,0.3966374269005848,0.4154131054131054,,0.3881503569620391,0.3674515796617852,20.09448409779084,17.587627967861657,22.50232796048321,20.148085726433713,17.503835494514032,22.650368597486022,20.005733881605185,19.912810216127742,20.06848000641626,,19.241297443130204,19.507389746500696,20.262823197732974,17.7531479989054,22.678759218488565,20.331025018084617,17.674338563079786,22.822321872418893,20.063414821481576,19.963438417866605,20.27695844604432,,19.48439921834988,19.961748844031618,3.7764723985073774,3.4744797824955436,4.111659692342226,3.7530875609912453,3.4011183960066607,4.12918455389717,3.9341971621486067,3.9278568069526245,3.952690800239222,,3.899407222155904,3.873982017624236,3.796039690343014,3.488669760842376,4.138313555655948,3.7686609724537834,3.4066035414396008,4.1540869484614085,3.9639683047823397,3.939899077914248,3.9647121281938924,,3.907709515199227,3.8901315614131122
44,0.39658333333333334,0.2622710027100269,0.5395420054200543,0.3940404040404043,0.2548238482384823,0.5422059620596205,0.41794444444444434,0.3897076023391812,0.40735042735042726,0.5431299276124236,0.38740991658569884,0.37199424182813623,0.39285975609756085,0.25881707317073155,0.5349336043360433,0.38677753141167776,0.24933875338753386,0.5337398373983739,0.4141388888888889,0.3926608187134503,0.4100569800569801,0.5697262984336883,0.3809312466035648,0.36147699044915316,19.991222596018947,17.421913909401454,22.457196419890668,20.008405243087164,17.270985572404268,22.58430658940101,19.85624272336669,19.814902259232554,19.96777773205076,18.86987160249674,18.97357407531602,19.389440051978834,20.18382683776583,17.63189634637528,22.64623492236439,20.196103386899736,17.428517786247717,22.772928951867893,19.979477384830016,19.81907949380906,20.10126735185912,18.853033628645388,19.383624346998385,19.832319306131346,3.77426765342127,3.4609490859359577,4.124497767231006,3.7552319503997147,3.3894371758933257,4.148292154655493,3.9313260342174368,3.9221272149243696,3.942416541049347,4.009080344930297,3.8951313365856657,3.861593662307096,3.7964277966665225,3.476783724046291,4.156166623399886,3.769993196301779,3.392609956879751,4.175525092172047,3.955898253615766,3.9387771508081153,3.961936822618443,4.0103965963097705,3.905753924705076,3.900835789780835
42,0.3891388888888889,0.2564999999999998,0.5300880758807589,0.38883518107908377,0.24958265582655811,0.5361084010840108,0.41461111111111104,0.38266081871345026,0.39618233618233606,0.5204062632478924,0.3860882027149654,0.36861461219850655,0.38545121951219496,0.25362059620596206,0.5268184281842817,0.3810253757083026,0.2430325203252032,0.5279024390243902,0.4091666666666667,0.3866666666666667,0.40245014245014255,0.5485347448891935,0.37650340139140587,0.3586231544703172,19.914168930434755,17.287353428448284,22.431984607766157,19.883464768989327,17.03797263138639,22.533209664806947,19.730582580861988,19.6692921041204,19.863094219909204,18.952498807293704,18.773680466993984,19.15615113997622,20.118444256533422,17.488769129855676,22.634651568240322,20.07982780011804,17.229351779257208,22.73293289924404,19.892214415359753,19.79023007941857,20.023112890557744,18.721733895692036,19.25487103913793,19.66185624848548,3.7716498318574474,3.4470387656468433,4.138719063951323,3.7580652436234367,3.377000830981837,4.172907954195243,3.9208539736570516,3.9111350129949707,3.936605645246485,4.006109796402412,3.902664236129755,3.874133825650558,3.795025551472476,3.4616229060916184,4.1758534502549916,3.77321235019318,3.381811570404355,4.202747167201648,3.946186489124175,3.9388210523668925,3.9576667673061197,4.0150469748661255,3.9114571783123417,3.907426255250269
40,0.3807039295392954,0.24965040650406484,0.5204498644986449,0.3826908105444693,0.2427696476964768,0.5301544715447154,0.41038888888888875,0.37146198830409355,0.3896011396011395,0.5023874081203829,0.3720074364746759,0.3629191661106879,0.3773495934959348,0.24725203252032524,0.5169457994579946,0.37528997289972904,0.23685636856368553,0.5224390243902438,0.4081944444444445,0.3806140350877193,0.39774928774928786,0.5224495576944025,0.3738247255228832,0.35589664725169406,19.85342354450494,17.1745198721737,22.418828694824356,19.78193957779807,16.867630711456066,22.50795241844388,19.63122326807184,19.52162005679601,19.80843199454284,18.815570456249514,18.631186101109293,19.007479042645663,20.062021762944738,17.37666485134066,22.63368401043268,19.96443764190112,17.013304129280467,22.70361562186727,19.842898189925688,19.755572666693283,19.975536146904453,18.635329970597056,19.23285149871954,19.6421612816752,3.7673684627860653,3.428942194642083,4.1553946659893715,3.7648571662648105,3.3655194548612357,4.20517037228383,3.922633258901778,3.909129102082502,3.9306516134168117,4.01706654859043,3.9030304438817676,3.8814610432293577,3.7890164481767075,3.443767888190006,4.186135444047924,3.7778325989291788,3.3726358244801036,4.233220702901213,3.945759020454987,3.941067555145018,3.9527350597975337,4.026311177095144,3.9283859677954553,3.922743474085789
38,0.3689613821138211,0.24064092140921398,0.5069173441734417,0.3744109386548413,0.23388617886178845,0.5231626016260162,0.39926986343885773,0.3626608187134503,0.3768660968660968,0.48480709369796315,0.3538011170729471,0.3491394889976775,0.36660569105691043,0.2387804878048781,0.5034864498644986,0.3689150036954916,0.22943631436314355,0.5173821138211382,0.4000555555555556,0.3716959064327485,0.3890883190883192,0.5034762871975862,0.3652213392041289,0.3409298856182658,19.785979399184598,17.03282673549057,22.42990188428149,19.652697791517177,16.63540521565366,22.46978492165459,19.572847938112982,19.399924202977264,19.78554198927754,18.762207825883664,18.55973693689966,18.88591675952321,19.975751408175686,17.174221914095273,22.632252218393834,19.78925645209057,16.74041804093961,22.63752860644557,19.797966010560415,19.723461884580374,19.937596808223283,18.538703753714778,19.17018602765737,19.49380250541013,3.7635158301344767,3.406329796514978,4.181093416778874,3.7697172738156968,3.346164416374709,4.250683043034151,3.9303179418761,3.902595740146717,3.929199049974495,4.03159028044306,3.917236336148318,3.918275529404035,3.7795281483204763,3.4187712895287277,4.1987444519186745,3.7813643269791193,3.3539721993735805,4.2734683443409285,3.943409948298998,3.9340822594900637,3.9535149355776187,4.030133785233622,3.937246460188613,3.9331426061399535
36,0.35304065040650406,0.22767886178861776,0.4886097560975611,0.36556590293175684,0.2243143631436313,0.5153685636856368,0.3871865301055244,0.3560818713450292,0.3699715099715099,0.4750592356808273,0.3394327173066234,0.32946148300709127,0.3522554200542004,0.22760840108401084,0.48612059620596204,0.36145996550874604,0.22105962059620585,0.5097533875338754,0.38811111111111113,0.35929824561403506,0.37965811965811974,0.49127065684262905,0.35271695777241185,0.325154675234583,19.693575539542323,16.802651392747798,22.451134599661334,19.456292862729395,16.322661084634582,22.396649044883567,19.403710607339043,19.04062674685327,19.61893074188478,18.639446579225282,18.44206848096787,18.852611361940742,19.84400297939061,16.905094924550834,22.630316415782843,19.540805218994336,16.348809518192688,22.5369269295091,19.74836966460827,19.55129629614595,19.777290937617327,18.34460893215411,19.041444010264048,19.447952830486628,3.759464583572286,3.3757525721579813,4.215379299581161,3.7701046608085558,3.311409436712678,4.295700152675304,3.9279437571970335,3.9010767746637782,3.9266417879428523,4.030136278388209,3.930369321740495,3.9457307906285637,3.7692836177434064,3.3824907535278115,4.222987383149227,3.7826177999370105,3.3229673922355687,4.322818883178601,3.929077558914706,3.9249976285455137,3.9419481457106844,4.029738579825699,3.9310849194524096,3.9320954653586386
34,0.33393563685636857,0.21214634146341452,0.4662831978319784,0.35390145355999036,0.21189430894308933,0.5039403794037939,0.3708531967721911,0.3380116959064327,0.36116809116809107,0.45937042781779625,0.3253962061504368,0.31067063333388867,0.3339424119241191,0.21304471544715442,0.46385230352303525,0.3522852919438286,0.21134417344173434,0.5014661246612467,0.375,0.3457602339181286,0.3681196581196582,0.47590445519392893,0.3398078975966174,0.3088719954960209,19.508059401714323,16.431423780127194,22.436382660368167,19.205847651501802,15.918123127361312,22.3146782993476,19.191074990110334,18.75397447117328,19.390796341116605,18.57803976734447,18.270425281865492,18.700089633456965,19.632598449774672,16.54787115905207,22.57835288489539,19.238035595262453,15.89262692037271,22.40173494970456,19.394168686779057,19.197955641850317,19.531842253467577,18.061449920751794,18.604613204008654,19.0196986976149,3.7533282824991505,3.32964700291138,4.28603753482696,3.7630871725613932,3.2602975785786,4.343621093725008,3.9206544540884134,3.8969052673712583,3.914485107580574,4.037658943135314,3.9298564665860947,3.9437519639813354,3.751793753697731,3.337162497474924,4.242886703488303,3.778369243121506,3.2822252451884992,4.3691379157365455,3.9200766070438586,3.914512138628174,3.9274105370697927,4.026768607633194,3.9286343167715807,3.9381482834482
32,0.311130081300813,0.19403116531165304,0.43954065040650403,0.3376743040157677,0.1957967479674796,0.4880406504065038,0.35138097454996886,0.31793116403672117,0.34615384615384603,0.45190972825183356,0.3099336062956801,0.2913835962968516,0.31398644986449853,0.1963279132791327,0.4398292682926829,0.33968957871396904,0.19889430894308935,0.48853116531165314,0.35983333333333334,0.3285380116959064,0.35327635327635337,0.47092943969259765,0.32628498355770746,0.2947840325330579,19.270549076424835,15.984574087431065,22.408664334129465,18.877902897471753,15.393082953510905,22.214258971356216,18.801200921251386,18.3274109843168,19.09700180774758,18.371937383388286,17.898933949034852,18.44998084564927,19.3617056104069,16.085586833843994,22.496250107279383,18.830079260398644,15.273320988007306,22.19886786021881,18.918584203531857,18.64863873848078,19.092589178176038,17.827659958566777,18.142570543186793,18.683377017988054,3.741185298990781,3.2650286119531056,4.369240866699702,3.74942157752827,3.19175278144102,4.406701622503287,3.9228489562331728,3.914986134324339,3.91408157338263,4.043572069546459,3.9114735316665525,3.960932240812939,3.730067454681541,3.278621347921016,4.271581219499098,3.7668099442194243,3.217609306098514,4.428879571952018,3.9106452459291057,3.912109675220309,3.91966376964237,4.0177085731536435,3.932398669083513,3.976856099413519
30,0.2860907859078591,0.17442140921409208,0.4094783197831977,0.3210396649421042,0.17989701897018961,0.4701869918699183,0.33449208566108,0.3052574406220392,0.33202279202279195,0.4485398452108979,0.2917818258830917,0.26750671015144695,0.292671409214092,0.17930216802168011,0.41578319783197826,0.32608425720620854,0.1850379403794037,0.47532249322493225,0.3435555555555556,0.31119521650568366,0.33629629629629637,0.4677130654235918,0.3035115368296186,0.27137495517873095,18.99797705984035,15.401402057318766,22.429744245344676,18.477798049333582,14.71589472913739,22.057004152189894,18.375816063400862,17.846568814783108,18.607681067061666,18.263841141073016,17.54901657794278,18.080410880443413,19.074974915771563,15.558329331935505,22.44439320739226,18.373285099729642,14.581303141379516,21.974223541899494,18.384104064744744,18.049819750793365,18.574018844551123,17.64480274909544,17.59924704829761,18.025134178230342,3.7319834370798435,3.189773847614568,4.489981688436814,3.7284252284517096,3.103067372309372,4.476944073027208,3.9207201875472553,3.9275983828035423,3.9185797075783855,4.039852020045317,3.9188892169387546,4.013623933346643,3.718985076154901,3.213766616519152,4.348769784884907,3.749151035021727,3.1301642853218112,4.491858021504449,3.9063310394202375,3.929035695688327,3.9238674306020087,3.9931725595893917,3.9305127301697924,4.035374075749761
28,0.2637926829268293,0.156640921409214,0.38273848238482366,0.3052057156935208,0.16492140921409204,0.45482926829268244,0.3188216945996275,0.28991182001621757,0.3176068376068375,0.44406274336537505,0.2838721257544787,0.2613425039872408,0.27428590785907847,0.16512601626016252,0.3932276422764227,0.3125070214338508,0.17173170731707305,0.4626124661246612,0.32975,0.2984578487417044,0.32054131054131063,0.46434099889363056,0.2879538753300361,0.2691475529513287,18.707432781766933,14.794678547197535,22.439508123281712,18.079475357584915,14.046781580388771,21.91965954707627,17.813759097342324,17.348235953692356,18.073366057460493,18.057494724184647,17.115257150384448,17.601146875566,18.830326153910068,15.113395335787207,22.404741467066767,17.96594805194437,13.90844132762615,21.814128013223257,17.756537283900787,17.422716029388663,17.9705635651408,17.53940863866057,17.188698944950985,17.57711481457895,3.7257292693376503,3.118115318158857,4.594867001379516,3.7082847554055607,3.0113261672909077,4.550685616473451,3.9059455354432098,3.947377158822605,3.928520351312161,4.034833993538672,3.9334390306872438,4.026349534354753,3.7133761310202296,3.1538179701473754,4.429709641018781,3.7301796660158697,3.045304771024737,4.551695298569394,3.903340334230047,3.962031703925039,3.9325469122127448,3.9963326342430685,3.9675468543073076,4.060757340035091
26,0.24708197831978318,0.143241192411924,0.36278319783197804,0.2900808080808083,0.15062059620596197,0.439924119241192,0.3058694909993792,0.27085925377752956,0.29669515669515656,0.43853952355113357,0.27092218642045635,0.2591968211527035,0.2613299457994579,0.15430758807588066,0.3772750677506775,0.30000640551860075,0.15918699186991858,0.4515907859078591,0.31925000000000003,0.28401340429725996,0.3051282051282052,0.46300353759332097,0.2804582567617531,0.2668771711143834,18.50195766110622,14.372009557353259,22.46180151840715,17.744663207322063,13.432589163163241,21.845779193752662,17.396947741415808,16.890558885816198,17.56171499109512,17.7896060472853,16.794151624819076,17.158552050534798,18.634804897198773,14.729311456997818,22.36419513035524,17.666952091557974,13.375382523822452,21.74558740671559,17.098229440594004,16.888697189764837,17.579399746778538,17.442656298588783,16.84715730527893,17.072112003922115,3.71860986179992,3.071279519468281,4.658860656625318,3.685083097169315,2.933613112507311,4.605355183279516,3.906160342866489,3.961536642728691,3.9526471062188424,4.055952304168339,3.9446941316283244,4.013220711624366,3.7140134883167657,3.1137471093703946,4.502697808908322,3.7043894490191827,2.9642409375774914,4.586057657267204,3.9227666899383102,3.997119756631341,3.9592229876379537,4.011017638962736,4.006130414312274,4.088101010373022
24,0.23706910569105688,0.1360582655826557,0.35010298102981,0.2787494456762751,0.13970189701897004,0.4307262872628724,0.29564726877715697,0.2587832303857167,0.27638176638176626,0.43639239436453076,0.25757533043668357,0.25126752822341053,0.2552323848238482,0.14953387533875329,0.37034417344173437,0.29056565656565664,0.14907317073170717,0.4449186991869919,0.3090833333333334,0.27339675559916465,0.2900284900284901,0.4511973174976272,0.27094145003906406,0.25858694122932596,18.450499412454754,14.230054221492942,22.514875239811772,17.52668665765033,12.963039581038931,21.837642342541287,17.0337669635824,16.531199832076425,17.235779732295676,17.539154999061505,16.527950106003203,16.813411013856832,18.58598775738622,14.587884005059571,22.390138334774395,17.513873041943874,13.052763378728528,21.767394457771523,16.719128419367205,16.557800092359596,17.249102738245053,17.49546160621341,16.693624986908485,16.939672539049177,3.71173477157928,3.0537029969592364,4.659067811156262,3.664589151411938,2.879315947333936,4.640584431464041,3.9206556671235213,3.9816888034544053,3.9738577858435336,4.098576239819016,4.000996502022305,4.028742997529203,3.721672643705376,3.1011916402621735,4.546312877679734,3.6779916985603744,2.897008368426399,4.607545012011818,3.9418612538000604,4.009684739618402,3.9835145482508403,4.049046984667552,4.009661174952636,4.152233027288626
22,0.2323224932249322,0.1320054200542004,0.3448726287262871,0.2710795762503081,0.13096476964769632,0.42569918699186976,0.28900837988826805,0.2473140546530891,0.25942187650052806,0.4155226524421573,0.24502225403370856,0.24312935158523388,0.2542533875338752,0.1492059620596205,0.369,0.28420349839862047,0.14037940379403777,0.44218157181571827,0.30044444444444446,0.26263390807065995,0.2763247863247864,0.4312928265405047,0.26145650773678425,0.24812432767237277,18.50715522297192,14.241962749316436,22.590943869886612,17.4401671521996,12.731610528319523,21.872757421873633,16.878946839807988,16.445713675128424,17.011277049777117,17.418734501294907,16.665456150769597,17.201968902573455,18.622017395351598,14.63102925847635,22.437989214027134,17.486783137246977,12.905704846608016,21.83559764756364,16.515755268080355,16.396076770657036,17.220335145529315,17.628364493261774,16.857826802839277,16.962671483352143,3.7174254406062577,3.065173839445051,4.644382806901601,3.644886739707151,2.840795330272723,4.6313031041828,3.928607665779298,3.977756647315787,3.9791878593835848,4.123834136991175,4.055240443347263,4.042368656266878,3.7389750814275136,3.116225468678865,4.568066735050705,3.653141647038207,2.8523359232137264,4.593305443860382,3.96058158958147,4.0108597646731186,3.9860227800317833,4.0954736090830695,4.01727787596915,4.1501817327513
20,0.23074051490514902,0.1311626016260161,0.34277913279132777,0.2645725548164574,0.12206775067750662,0.42360433604336034,0.2833154872749844,0.23340390264888675,0.24090591888344687,0.38448184119417916,0.24380762764261155,0.23593490714078943,0.25642276422764215,0.15054065040650394,0.37097831978319784,0.27891845282089195,0.13235501355013532,0.44151490514905156,0.2920555555555555,0.25163449943671556,0.26336345136345146,0.40073727098494916,0.26041844545304726,0.24246457584893807,18.686420134431984,14.501872574429013,22.677607984809356,17.545113216765674,12.775882120871987,22.036535829275433,16.92815993106417,16.709148268359844,17.24318698565915,17.68295989518544,17.021160407462087,17.67675405764472,18.733682502424013,14.78005440850923,22.482386027444136,17.623069660371353,12.96216484182057,22.01471938613867,16.518070151779423,16.49009215611244,17.418693213551986,17.775735755085808,17.19084708876037,17.504628011281604,3.7267375953378252,3.10316767015758,4.58120243138148,3.6288471404905738,2.8278523509706885,4.606391243056179,3.930821817159913,3.9800102678390434,3.9788288149382205,4.166860168131068,4.069743634401606,4.0158877500438255,3.754547716881929,3.1521647898736678,4.549065898901325,3.631506272817452,2.8393277344979695,4.564598392964067,3.9675390574258977,3.9779917578060315,3.9606000734146733,4.132293160503006,4.035098554187598,4.1279297723473904
18,0.22924593495934956,0.12905962059620577,0.3405189701897017,0.25911998029071215,0.11341734417344157,0.4238048780487804,0.27435490378646793,0.2206300579247168,0.22478056275809075,0.3419397151280256,0.23614274350713918,0.2228772472081295,0.2583455284552844,0.15211653116531154,0.3735650406504064,0.27495245134269536,0.12487804878048765,0.44311924119241203,0.2808305400372439,0.23602767338281674,0.24755148555148565,0.3584794525257577,0.25619607468655886,0.22661861625297847,18.998938498923316,14.968293881317596,22.84450077277363,17.81200154982385,13.052777748611454,22.297183552458748,17.216684596352582,17.08646172752008,17.593654529689196,18.208602528924274,17.411892171798467,18.423326520912536,18.915991855101456,15.033196728647575,22.59817033921885,17.870242684694055,13.195007634649654,22.236954102049967,16.70955332524002,16.889453042993058,17.788418473214573,18.031791820859713,17.664944384685878,17.973580217019684,3.74268351694346,3.1539728168269794,4.534951080441514,3.619890600029258,2.8386070739792317,4.5594523065984145,3.948958990387699,3.95879320640873,3.9805795976057894,4.178459647649695,4.054842793821886,3.996949544766939,3.7741757530213818,3.203890894470682,4.511812481364087,3.6165264891359237,2.845408934711712,4.52597585456418,3.9712257708979837,3.951292819553067,3.953706004444145,4.162665227535782,4.001083688284098,4.11990691065014
16,0.22798644986449856,0.12776558265582635,0.33906639566395635,0.2559793052475981,0.10610840108401065,0.4269620596205961,0.2637237740533829,0.21184636685346325,0.2142626490558195,0.2979696668884115,0.22697922857996447,0.21333552354191881,0.2585460704607045,0.15308130081300797,0.3737588075880758,0.2742685390490269,0.11904336043360418,0.44935772357723586,0.26996710117939166,0.22338286303291965,0.23276516076516085,0.3153517975469975,0.24455494764750793,0.21537070623625862,19.307703689477965,15.388445644184285,23.038263427257096,18.18141431578302,13.521309894825903,22.57582780337646,17.63542324978148,17.655415629879105,18.090324503682535,18.69326657815554,17.95930419751137,19.017658312097957,19.18332302006266,15.409503300127751,22.76158259667257,18.21130736278317,13.636786788749866,22.455943245044693,17.258485199673068,17.393630393980235,18.182515807038296,18.248250406515197,18.26263799173762,18.290221389202493,3.7647877587176275,3.2029057106696017,4.506344851428081,3.6270142670878744,2.8788962432762375,4.521230946808323,3.9527904955456807,3.9348864103562584,3.967423951483187,4.161457044474841,4.049859271644903,4.0268446392323,3.793619269168375,3.257330515153421,4.4720785263526635,3.622616162692073,2.8892339837559504,4.497393991319046,3.952042390833796,3.908068105095334,3.936720819886832,4.169358655196883,3.9931079379543877,4.135356937256578
14,0.22554878048780483,0.12571002710027074,0.33531842818428154,0.25653116531165326,0.10156097560975592,0.4351815718157179,0.25766821849782734,0.20734393292880055,0.2029521077452782,0.27464430803673684,0.2348603982892275,0.22196529956299918,0.25549728997289967,0.15110433604336027,0.3690027100271002,0.2765838876570585,0.11639024390243886,0.45953116531165306,0.26149487895716944,0.21397027196493312,0.21751169500890183,0.29666758702068174,0.2469884210368637,0.22186745786044654,19.620709574693947,15.764303039141964,23.24105392866367,18.611452134881713,14.162452511663695,22.83554465368509,18.180421138104123,18.148712504011694,18.73190234761824,19.256966955972153,18.452623936444542,19.511047663414185,19.469155153526987,15.749501216570408,22.978247148462085,18.587595072672485,14.162940008203131,22.678964343065747,17.894154303707626,17.962841876387493,18.815869136336783,18.562554279275282,18.71931910095287,18.779541287256734,3.7967564258934403,3.254964424699623,4.49767601537477,3.6459862816205337,2.935228437363663,4.490984448051902,3.945126539452836,3.925561234618715,3.962216113109166,4.094955797843294,4.004340020605008,4.037208358949324,3.8236334304130213,3.309652266415238,4.468559144817002,3.645809251407476,2.9551829063825275,4.477921241557134,3.926183852308121,3.8806835155204062,3.901275619841944,4.138761673734696,4.005081230429392,4.097681068447763
12,0.22414498644986447,0.12482655826558238,0.33269105691056877,0.2573653609263367,0.09989701897018953,0.4401897018970187,0.2488904407200496,0.20681761713932684,0.19549604321056196,0.2757637733667285,0.25039876880984957,0.2363047644459423,0.2503976964769647,0.14757588075880737,0.36301897018970175,0.27779058881497914,0.11609214092140906,0.46367750677506775,0.2565932650527622,0.21011846367325418,0.20723735844243044,0.2925907282069808,0.2581181001812487,0.23582926626442063,19.923021197433354,16.174586733661307,23.4641681872226,19.121433747240072,14.90116285740285,23.13315739724858,18.80127305256059,18.663975497191355,19.52704400635666,19.56858006950605,18.73611702382085,19.571943808557986,19.78120560738232,16.09730815781354,23.21397976981187,19.04210557763609,14.811540988442847,22.95733463546279,18.651637866038183,18.618026977540733,19.49670229362297,18.91358758553983,19.053844490651553,19.353580369642312,3.8239932085098176,3.3044273254791223,4.484943011681473,3.671613558087796,3.0036591188815707,4.468940374926129,3.935907983583421,3.9144918411666563,3.9546938856609515,4.053997132579308,3.962393957338246,3.9986001189465514,3.8562789693672883,3.3561534626767955,4.484490436912598,3.679057107661573,3.029940864181737,4.469082467600869,3.9057768414543426,3.862514193019645,3.901815780855377,4.0990546650058,3.988017240230553,4.076080169333557
