0.05,0.95,0.0,0.05,0.95,1.0,0.05,0.95,2.0,0.05,0.95,3.0
1103.3730533266503,1108.8104032729966,1105.8337750666917,1100.215185307856,1106.899649219366,1103.3894879403276,1095.8554950295386,1102.4221869587898,1098.7570016501313,1100.5834183137881,1105.871639338072,1103.102804701309
1100.7559916719138,1109.1771162995053,1105.2224900073893,1098.0353793898441,1108.255448785675,1102.8565649860068,1094.2153131805198,1103.7038242820624,1098.6107573719141,1098.17877611245,1107.667057938203,1103.1028066310876
1101.526520545205,1113.292462406876,1106.79190672948,1099.8695586034178,1110.3222514906813,1104.5043407689236,1095.636668150205,1106.8428322716654,1100.6351065175827,1097.2956214279502,1109.334714343717,1103.102805422223
1099.5075610563931,1109.7677631987528,1105.2848814251051,1095.418635778157,1108.686564317903,1103.075674972731,1091.8892936303366,1105.1842525008929,1099.57290877079,1097.3663165589865,1107.6351976641233,1103.102804791758
1100.7539260662538,1110.2748077441336,1104.7266337987799,1097.2018174317805,1107.5549316252382,1102.5957861380757,1094.7046595948236,1104.5824549055933,1099.449382672183,1098.3557633528883,1107.8150329439663,1103.1028033219416
1099.466889278342,1112.089903022795,1105.1361069453317,1097.2400603089998,1110.9454364769365,1103.0836215654356,1094.7174393254547,1107.6812504309046,1100.2834755222393,1097.4622112100012,1110.31535388745,1103.102805433089
1099.7726874065127,1111.3349858027213,1105.3339268908126,1097.9423583661844,1109.6000613016918,1103.359802147915,1095.2441909775275,1107.7551894750684,1100.895808214062,1097.7556647082122,1108.915174094108,1103.1028057665515
1101.6162212971497,1110.938047544384,1105.9651046161778,1098.583678371599,1109.6701891650134,1104.069338386279,1096.4815813552757,1107.7724102276816,1101.9313912484183,1098.0062664270577,1108.004559336012,1103.1028041381721
1102.2127644429718,1112.570417431524,1105.4495270071445,1099.9941297980922,1110.0483571971115,1103.6321229400703,1097.8258324955384,1108.2121614297896,1101.8101172848494,1098.9877726318373,1109.8773192335518,1103.102806111577
1100.0420297038222,1109.6319523598909,1104.4849833895325,1097.1885699021705,1107.9962265641918,1102.7459383756398,1096.113265315392,1106.6212484874486,1101.2297688897072,1097.5912263907219,1108.3141335714304,1103.1028049582742
1099.4647677627936,1113.0390882516685,1105.3978775633352,1097.1854094789942,1111.515846648433,1103.737191376524,1096.0584535218097,1110.013803963595,1102.516752746527,1095.8207278606676,1112.7065883675916,1103.1028035427485
1099.7076530660313,1112.0108651594094,1105.1720642468983,1097.8744140856445,1111.9696919285052,1103.589738200676,1097.0269045255218,1111.0544958622406,1102.6549251132628,1096.7777542930373,1110.875624334291,1103.1028035049171
1097.760749077062,1107.3353484728186,1103.3526577497246,1097.0544607796594,1105.519096725597,1101.848694288214,1096.501551575475,1104.6847557013755,1101.1894014300333,1097.6440922245529,1107.5586493926035,1103.1028059106563
1099.8340872321885,1108.377675851292,1103.809785371951,1098.691847757346,1108.6045592398373,1102.3841803372388,1098.0527766993514,1108.0149206433982,1101.9903023949387,1098.8819360066716,1107.7528334929361,1103.1028040878668
1099.6750907017154,1110.8650050400315,1104.7574244888565,1097.6085846138017,1109.8571668471996,1103.4101807613165,1097.647296758212,1109.6400747632165,1103.271612421544,1096.628147790517,1109.6570933575235,1103.102805190774
1098.2166577149346,1111.46397003488,1104.570683117269,1097.9654633250575,1110.7196267897802,1103.3018000013508,1097.9800991257541,1110.9950047968878,1103.4084359507542,1097.1655816780735,1110.1698137884596,1103.1028055418005
1096.0066342749058,1111.8842390430314,1104.6656777894111,1096.5269040811536,1111.3544928526915,1103.4751538593544,1096.644895621782,1111.7498826321328,1103.8168887845816,1095.0639934533465,1111.4738471590035,1103.102804574519
1099.9714132835543,1108.2392851953582,1104.2594371300725,1098.252132768342,1108.2509963519497,1103.1472729239774,1098.7903154893313,1108.7560897754063,1103.7140015116772,1098.2374245622875,1107.7988971090278,1103.102804130436
1100.020618438561,1110.4866803522937,1105.3705925664833,1098.365628992395,1109.8407737559255,1104.3367892370038,1099.2431741503071,1110.5147386255992,1105.118406173823,1096.771469544569,1109.2964242318476,1103.1028047679495
1100.8341709140877,1112.75688400517,1105.4848554666496,1100.0728396309487,1111.7013815571665,1104.5294120003496,1101.0983173180534,1112.558314929515,1105.5158119729374,1098.3142047781462,1111.2209008300606,1103.1028044178854
1101.143214446407,1112.6460623406517,1105.8487825395441,1100.0506365372444,1110.80100114503,1104.971700529115,1101.3311652642078,1112.063721245354,1106.1527782241187,1098.4154239983047,1109.5869076054416,1103.1028056584282
1099.960740929011,1111.7482419074981,1105.2516368626539,1099.5926771325696,1110.8748404712612,1104.4529139656934,1100.8768742169275,1112.32024467988,1105.8185640697614,1098.1780189794833,1110.0966860370727,1103.1028045699445
1100.799669934431,1109.4638034400618,1104.7452810944721,1100.3618979433247,1109.1200036649507,1104.0249172829165,1101.8380210052565,1110.6218120513308,1105.5650344826965,1099.2677084118386,1107.7331999145697,1103.102803427213
1099.7297769892693,1111.3920348501224,1104.9628039807476,1099.1524642858162,1112.2199017478927,1104.3208005652689,1101.0460694596625,1113.733781080463,1106.0252795474091,1096.3817047937328,1109.9448979165684,1103.1028036967907
1100.398225515186,1114.1640578298684,1106.2477646703358,1100.0994764246882,1112.9828086116336,1105.6841227648056,1102.0097836721648,1115.0210538644928,1107.5428582159536,1097.6048425355198,1110.5513239866846,1103.1028049503168
1101.295512526825,1113.549621615565,1106.718113763592,1100.8938538955854,1112.864509620571,1106.2328331977071,1103.092512663148,1114.7249227956986,1108.2357198045115,1096.7839327539748,1110.159640712639,1103.1028060709896
1100.3182181458255,1110.6379666393238,1105.2760158681797,1100.6619225372376,1110.9483558282202,1104.8690947407747,1102.8347314944388,1113.1288408159912,1107.0060271898833,1098.564819564378,1109.652688576211,1103.1028053138702
1102.065586098287,1111.6857785674472,1105.5981786838884,1101.5628787771884,1110.8292441252893,1105.2696190877302,1103.8098014630373,1113.2974580771252,1107.5304920657907,1099.6604061646208,1109.0582689500131,1103.1028066113836
1100.3259818317963,1112.2573636582597,1105.8900511252232,1100.740295401502,1113.159890440966,1105.6398490680049,1103.3265456950353,1115.4947873327592,1108.0145572616652,1097.915140225551,1109.593851147678,1103.102804059989
1099.7528713652898,1115.4853291509494,1105.992489475091,1099.9051936163198,1114.8075314274954,1105.8206480003203,1102.5082103626876,1117.3359560899194,1108.2990860962286,1097.6548975538196,1112.2625014229202,1103.1028043781455
1100.0293677565146,1111.1234415407164,1105.2230597889663,1099.1480137677388,1111.87174789322,1105.1295784057706,1101.641579837506,1114.4637854517407,1107.7016410905753,1097.8854276273928,1109.5543485275,1103.1028042518556
1098.8326676696358,1111.074056042821,1104.9426685538608,1100.1656419352405,1110.4705941690765,1104.9275486968586,1102.6769389263477,1113.0662517234025,1107.583130657208,1097.5651046962598,1108.4985622878942,1103.1028055782197
1098.4252460643625,1110.472667720429,1104.7343310695844,1100.042274927819,1110.2639763700513,1104.7975694158802,1102.5036859996233,1113.0065170291937,1107.5265653384217,1098.381312960428,1108.8930263853515,1103.1028035648822
1099.2431915240645,1111.5171999977028,1104.054430752207,1099.0715826084902,1110.6309779394826,1104.1960306334258,1102.0199355233924,1113.40122738447,1106.9883352048073,1097.952285474011,1108.956379943095,1103.102804873993
1097.6450665658444,1109.2087473201766,1103.3054146883524,1098.0040066325791,1108.8852913218943,1103.5253744269232,1100.814673281755,1111.7355171733316,1106.3708823337925,1098.0624564925429,1108.2826044816734,1103.102804562173
